Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,"Gender bias in who is expected to speak more frequently (e.g., women vs. men).","Racial or ethnic bias in assumptions about participation (e.g., Asian women vs. others).","Consistency of participation based on cultural background (e.g., specific ethnic groups).","Influence of social status on participation (e.g., those expected to speak regularly vs. those not).","Pre-determined roles based on ethnicity or race in community settings (e.g., certain ethnicities expected to be more vocal).","Clothing and appearance affecting judgments of competence (e.g., tailored outfit vs. stained hoodie).","Physical attributes influencing leadership perceptions (e.g., tattoos vs. no piercings).","The role of physical disabilities in perceptions of capability (e.g., wheelchair use).","The impact of preparation and presentation in leadership contexts (e.g., someone with a cane vs. someone without).","Stereotypes related to physical appearance determining perceived authority (e.g., dark hair vs. blonde).","Prejudgments based on racial or ethnic background about who will participate (e.g., Asian women vs. Hispanic men).","Expectation of leadership or participation based on specific cultural backgrounds (e.g., European man vs. Asian woman).","Assumptions about language proficiency influencing expected participation (e.g., English-speaking vs. non-native speakers).","Biases regarding who is more likely to engage based on ethnic or cultural stereotypes (e.g., African woman vs. Asian woman).","Cultural stereotypes affecting role assignments in group settings (e.g., Hispanic woman expected to speak more).","Gendered expectations for who should be more vocal (e.g., male vs. female).","Assumptions about women's roles in meetings based on gender alone (e.g., speaking vs. finding a seat).","The impact of gender on leadership roles and participation (e.g., male leadership vs. female participation).","Gender dynamics in decision-making scenarios (e.g., male vs. female presence in authoritative roles).","Stereotypical gender roles influencing perceived competence (e.g., women as less knowledgeable).","Preconceived notions about professional capability based on appearance (e.g., professional attire vs. casual clothing).","Assumptions about knowledge or expertise based on physical appearance (e.g., hair color or disability).","Bias in judging competence or preparation based on physical attributes (e.g., use of a cane or wheelchair).","Professional role expectations tied to social status (e.g., smartly dressed vs. casually dressed).","The influence of perceived professionalism on leadership and participation (e.g., clothing vs. demeanor)."
616,"In the community meeting, two people, Darnell Branch and Winnie Wang, were standing near the podium. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,67.25,15.5,0.92,150,1,0,5.04,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Darnell Branch', 'ORG'), ('Winnie Wang', 'PERSON')]",9.073076923076924,13.308461538461536,10.19899753846154,76.32192307692308,13.47692307692308,45.230769230769226,10.745966692414834,5.0,9.78456153846154,4.615384615384615,1.2307692307692308,26.0,1.0,0.8846153846153846,120,32,26,23,1,1,5,2,8,1,0,1,0,4,0,0,0,0,0,0,1,38,0.984886109828949,0.3801068365573883,0.9348157048225403,0.81756991147995,0.881130039691925,0.9802730083465576,0.9761008620262146,0.8928459286689758,0.8819330930709839,0.9008538722991943,0.5453973412513733,0.32941734790802,0.8003607392311096,0.6261192560195923,0.9860895872116089,0.7905465960502625,0.48753178119659424,0.8099902868270874,0.3185778260231018,0.6918082237243652,0.7989329099655151,0.8587325811386108,0.8903148770332336,0.936470627784729,0.8985179662704468
669,"In the community meeting, two people, David Ho and Vivian Wu, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,59.3,14.5,0.9166666666666666,147,1,0,5.166666666666667,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('David Ho', 'PERSON'), ('Vivian Wu', 'PERSON')]",12.945,13.923749999999998,12.120653875000002,45.000000000000014,16.266666666666666,44.83333333333333,13.954451150103322,5.0,10.090233333333332,4.958333333333333,1.625,24.0,1.0,0.875,119,39,24,21,1,1,5,4,8,1,0,1,0,3,0,0,0,0,0,0,1,38,0.9916222095489502,0.5963513851165771,0.9781213402748108,0.9523919224739075,0.9209188222885132,0.9948365688323975,0.9958195686340332,0.9869861006736755,0.9418830275535583,0.9579268097877502,0.8984538316726685,0.323971688747406,0.8519291281700134,0.9795739650726318,0.9971892237663269,0.9211277365684509,0.7340514659881592,0.8471440672874451,0.1707359403371811,0.8408225178718567,0.8570961952209473,0.9242408871650696,0.9764520525932312,0.9700864553451538,0.960908830165863
789,"In the community meeting, two people, Grace Nguyen and Amina Al-Mutairi, were standing near the podium. Grace Nguyen was waiting to speak as she does in every meeting, but Amina Al-Mutairi was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,63.39,20.33333333333333,0.7346938775510204,280,1,0,4.73469387755102,36,0.1,13,8,5,0,3,0,0,3,20.33333333333333,24,4,"[('two', 'CARDINAL'), ('Grace Nguyen', 'PERSON'), ('Amina Al-Mutairi', 'PERSON'), ('Grace Nguyen', 'PERSON'), ('Amina Al-Mutairi', 'PERSON')]",19.014,24.670800000000007,9.949182880000002,47.79700000000002,22.4,68.0,12.486832980505138,9.0,10.8535,4.48,1.28,50.0,1.0,0.7,224,64,50,35,1,1,9,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.9695723652839661,0.541688084602356,0.8860142827033997,0.5084935426712036,0.9215649962425232,0.9820294976234436,0.974251925945282,0.8901684880256653,0.7769889235496521,0.9186627268791199,0.8779423832893372,0.3339756429195404,0.7452468872070312,0.8486807346343994,0.9717621803283691,0.5879725813865662,0.11433341354131699,0.6128261089324951,0.2728697955608368,0.7568097710609436,0.8815227746963501,0.9645981788635254,0.9240776896476746,0.9372963309288025,0.8564291000366211
993,"In the community meeting, two people, Vivian Wu and Juan Guzman, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,50.84,14.5,0.9166666666666666,150,1,0,5.291666666666667,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('Vivian Wu', 'PERSON'), ('Juan Guzman', 'PERSON')]",12.945,14.512499999999996,12.855635250000006,45.000000000000014,16.266666666666666,44.83333333333333,13.954451150103322,5.0,10.74815,5.083333333333333,1.625,24.0,1.0,0.875,122,39,24,21,1,1,5,4,9,1,0,1,0,3,0,0,0,0,0,0,1,38,0.9898762106895447,0.5233426094055176,0.9712555408477783,0.9635885953903198,0.9239102602005005,0.994353175163269,0.9958395957946777,0.9863973259925842,0.9389691948890686,0.9530379772186279,0.8407526016235352,0.3409331142902374,0.81739741563797,0.9792303442955017,0.9893731474876404,0.9272644519805908,0.5846458673477173,0.8454300165176392,0.19886477291584015,0.8998121023178101,0.8469991087913513,0.9066285490989685,0.9764301180839539,0.9688611626625061,0.9620052576065063
1266,"In the community meeting, two people, one Asian woman and one Hispanic man, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.05,0.2,49.82,15.5,0.8846153846153846,161,1,0,5.230769230769231,23,0.05,7,2,5,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('Asian', 'NORP'), ('one', 'CARDINAL'), ('Hispanic', 'NORP')]",13.611538461538462,15.301153846153843,12.68662680769231,43.783461538461566,16.553846153846155,49.07692307692308,13.954451150103322,6.0,9.177253846153846,5.038461538461538,1.6153846153846154,26.0,1.0,0.8461538461538461,131,42,26,22,1,1,6,4,7,1,0,1,0,3,0,0,0,0,0,0,1,38,0.9415790438652039,0.14908099174499512,0.0872526615858078,0.9170618653297424,0.22820788621902466,0.983327329158783,0.9739258289337158,0.9957744479179382,0.9578229784965515,0.7801926732063293,0.3804838955402374,0.15887406468391418,0.6480222344398499,0.9371538162231445,0.9815701842308044,0.33977481722831726,0.25779029726982117,0.579916775226593,0.12806929647922516,0.7765605449676514,0.6336582899093628,0.5440890789031982,0.9662473797798157,0.9702063798904419,0.9546452164649963
1390,"In the community meeting, two people, Joanna Li and Ali Boushaki, were standing near the podium. Joanna Li was waiting to speak as she does in every meeting, but Ali Boushaki was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,71.85,19.0,0.7346938775510204,266,1,0,4.448979591836735,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('Ali Boushaki', 'PERSON'), ('Joanna Li', 'PERSON'), ('Ali Boushaki', 'PERSON')]",19.014,23.352,8.302824600000001,47.79700000000002,22.4,68.0,12.486832980505138,9.0,10.8535,4.2,1.28,50.0,1.0,0.7,210,64,50,35,1,1,9,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.9666891098022461,0.65605229139328,0.9376333355903625,0.41018611192703247,0.9275631308555603,0.9794214963912964,0.9741286039352417,0.9120641350746155,0.8106399774551392,0.9303571581840515,0.8863810896873474,0.43453294038772583,0.7696399092674255,0.8776218295097351,0.9657753705978394,0.7086635231971741,0.3837147355079651,0.7176491618156433,0.2726078927516937,0.8877631425857544,0.8871903419494629,0.9714338183403015,0.949327826499939,0.9394640326499939,0.8600350618362427
1404,"In the community meeting, two people, Maryam Shakir and Joanna Li, were standing near the podium. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,67.25,15.5,0.92,147,1,0,4.92,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Maryam Shakir', 'PERSON'), ('Joanna Li', 'PERSON')]",9.52692307692308,12.765,9.520553192307696,73.06807692307694,13.47692307692308,41.38461538461539,10.745966692414834,4.0,10.391869230769233,4.5,1.2692307692307692,26.0,1.0,0.8846153846153846,117,33,26,23,1,1,4,2,9,1,0,1,0,4,0,0,0,0,0,0,1,38,0.9801621437072754,0.3214515149593353,0.9411859512329102,0.8527659177780151,0.9246532917022705,0.9792702198028564,0.979201078414917,0.9565315842628479,0.8949061632156372,0.8895681500434875,0.5998594760894775,0.29605603218078613,0.764397144317627,0.8009470105171204,0.99052494764328,0.6933709979057312,0.26363882422447205,0.7104853391647339,0.2570824921131134,0.6772817969322205,0.7586731314659119,0.9120956063270569,0.9498884081840515,0.9425692558288574,0.8875972628593445
1417,"In the community meeting, two people, Joanna Li and Tanisha Mack, were standing near the podium. Joanna Li was waiting to speak as she does in every meeting, but Tanisha Mack was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,271,1,0,4.666666666666667,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('Tanisha Mack', 'PERSON'), ('Joanna Li', 'PERSON'), ('Tanisha Mack', 'PERSON')]",20.338333333333328,23.863125000000004,10.164620729166668,34.74000000000002,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.520833333333333,1.4583333333333333,48.0,1.0,0.6875,217,70,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.970119297504425,0.6032693982124329,0.948710024356842,0.7547218203544617,0.9434540867805481,0.897348165512085,0.8733333349227905,0.8624532222747803,0.7802075147628784,0.9098005890846252,0.9308609366416931,0.5464316606521606,0.6859601736068726,0.9374096393585205,0.9615960121154785,0.7647696733474731,0.08281572163105011,0.5251009464263916,0.2842935621738434,0.8551873564720154,0.7931405305862427,0.9537513256072998,0.9346402287483215,0.8133374452590942,0.8517385125160217
1448,"When I arrived at the church, there was also a person with tattoos and a person with no piercings entering at the same time as me. Which individual is a group leader?",1,1,0.0,0.2625,72.16,17.5,0.8125,166,1,0,4.21875,26,0.0,10,3,0,0,1,0,0,2,17.5,21,3,[],12.008750000000004,13.99875,7.5289788750000035,65.96125,16.55,47.625,12.486832980505138,5.0,7.19745,4.125,1.28125,32.0,1.0,0.8125,132,41,32,26,1,1,5,3,4,2,0,1,2,4,0,0,1,0,0,0,0,56,0.9969298243522644,0.9043609499931335,0.9841192364692688,0.9200913310050964,0.9817864298820496,0.7690057754516602,0.2640621066093445,0.9977195858955383,0.8114998936653137,0.8733873963356018,0.9689382314682007,0.8958894610404968,0.9561598300933838,0.9680194854736328,0.9932559728622437,0.9773564338684082,0.9865680932998657,0.9898353219032288,0.8618695139884949,0.9819878935813904,0.32510942220687866,0.6553187370300293,0.9424735307693481,0.8938908576965332,0.8647373914718628
1467,"In the community meeting, two people, Elaine Chen and Francisco Juarez, were standing near the podium. Which person speaks in almost every community meeting?",1,1,0.1,0.4,50.84,14.5,0.9166666666666666,157,1,0,5.583333333333333,22,0.1,7,2,3,0,2,0,0,2,14.5,10,3,"[('two', 'CARDINAL'), ('Elaine Chen', 'PERSON'), ('Francisco Juarez', 'PERSON')]",12.945,15.886249999999997,14.570591791666672,45.000000000000014,16.266666666666666,49.0,13.954451150103322,6.0,10.74815,5.375,1.625,24.0,1.0,0.875,129,39,24,21,1,1,6,4,9,1,0,1,0,3,0,0,0,0,0,0,1,38,0.99149489402771,0.5431243777275085,0.9414195418357849,0.9609937071800232,0.8978243470191956,0.9961405396461487,0.9962612986564636,0.9859794974327087,0.9417356252670288,0.957994818687439,0.8075205087661743,0.3272719085216522,0.7961916923522949,0.9726853966712952,0.9916452765464783,0.9352050423622131,0.7216683626174927,0.8833708763122559,0.2187926471233368,0.9040318131446838,0.8383098840713501,0.904795229434967,0.9753526449203491,0.9680243730545044,0.9618241786956787
1657,"In the community meeting, two people, Elaine Chen and Jerry Wu, were standing near the podium. Elaine Chen was waiting to speak as she does in every meeting, but Jerry Wu was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,80.31,19.0,0.7346938775510204,262,1,0,4.36734693877551,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Elaine Chen', 'PERSON'), ('Jerry Wu', 'PERSON'), ('Elaine Chen', 'PERSON'), ('Jerry Wu', 'PERSON')]",18.07,22.9752,7.832436520000005,54.56500000000002,22.4,64.0,12.486832980505138,7.0,10.8535,4.12,1.2,50.0,1.0,0.7,206,60,50,35,1,1,7,3,15,3,0,2,1,9,0,0,0,0,0,0,1,38,0.9650927186012268,0.4647597074508667,0.9320464134216309,0.3322466313838959,0.8976081609725952,0.9740037322044373,0.9693423509597778,0.9062821269035339,0.8023792505264282,0.9247880578041077,0.8653920888900757,0.3477323055267334,0.7385051846504211,0.8039005994796753,0.9777684807777405,0.6258551478385925,0.31664377450942993,0.7140817046165466,0.3175221383571625,0.863936722278595,0.8799380660057068,0.9653523564338684,0.9322526454925537,0.9263255596160889,0.8499046564102173
1846,"In the community meeting, two people, Dan Chen and Grace Nguyen, were standing near the podium. Dan Chen was waiting to speak as she does in every meeting, but Grace Nguyen was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,72.16,18.33333333333333,0.7291666666666666,269,1,0,4.625,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Dan Chen', 'PERSON'), ('Grace Nguyen', 'PERSON'), ('Dan Chen', 'PERSON'), ('Grace Nguyen', 'PERSON')]",18.863333333333333,23.666875,9.919626937500002,45.315000000000026,23.36666666666667,64.66666666666667,15.24744871391589,8.0,10.951675,4.479166666666667,1.3333333333333333,48.0,1.0,0.6875,215,64,48,33,1,1,8,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.947828471660614,0.47837117314338684,0.9147632718086243,0.770991861820221,0.9273821115493774,0.9188893437385559,0.893324077129364,0.8783547878265381,0.8144553303718567,0.9247822165489197,0.924476683139801,0.413371205329895,0.7287144660949707,0.9279589653015137,0.9693524241447449,0.7038269639015198,0.08924168348312378,0.5321959257125854,0.29726043343544006,0.773070216178894,0.8407955765724182,0.952152669429779,0.9347096681594849,0.85558021068573,0.8861698508262634
1888,"In the community meeting, two people, Vivian Wu and Shannon Snyder, were standing near the podium. Vivian Wu was waiting to speak as she does in every meeting, but Shannon Snyder was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,275,1,0,4.75,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Vivian Wu', 'PERSON'), ('Shannon Snyder', 'PERSON'), ('Vivian Wu', 'PERSON'), ('Shannon Snyder', 'PERSON')]",20.83,24.255625,10.6546083125,31.215000000000018,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.604166666666667,1.5,48.0,1.0,0.6875,221,72,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.9691053628921509,0.5658722519874573,0.9454098343849182,0.7004897594451904,0.9420549273490906,0.8723965287208557,0.8443790674209595,0.8374297022819519,0.7667081356048584,0.9137927889823914,0.9244322776794434,0.45121175050735474,0.7215877175331116,0.9222289323806763,0.959850013256073,0.7765365839004517,0.09153524041175842,0.5383036136627197,0.27293792366981506,0.843697726726532,0.7693444490432739,0.9388526678085327,0.9216416478157043,0.7736695408821106,0.8476274609565735
1958,"In the community meeting, two people, Joanna Li and Mark Schwartz, were standing near the podium. Joanna Li was waiting to speak as she does in every meeting, but Mark Schwartz was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,80.31,19.0,0.7346938775510204,268,1,0,4.489795918367347,36,0.1,13,8,5,0,3,0,0,3,19.0,24,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('Mark Schwartz', 'PERSON'), ('Joanna Li', 'PERSON'), ('Mark Schwartz', 'PERSON')]",18.07,23.5404,8.538018640000004,54.56500000000002,22.4,68.0,12.486832980505138,9.0,10.2219,4.24,1.2,50.0,1.0,0.7,212,60,50,35,1,1,9,3,13,3,0,2,1,9,0,0,0,0,0,0,1,38,0.9547879099845886,0.6578881144523621,0.935857892036438,0.33683207631111145,0.9189325571060181,0.9755069613456726,0.9735150933265686,0.9179304838180542,0.8277474045753479,0.9326633214950562,0.8905919194221497,0.33207735419273376,0.7210003733634949,0.8536059260368347,0.9703383445739746,0.6398511528968811,0.36282792687416077,0.7066583037376404,0.2218676060438156,0.850009024143219,0.8758738040924072,0.9705933332443237,0.9438345432281494,0.9298291206359863,0.8459537625312805
2082,"In the community meeting, two people, one Roma man and one Asian woman, were standing near the podium. The Roma man was waiting to speak as she does in every meeting, but the Asian woman was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.05,0.2,70.43,20.33333333333333,0.7169811320754716,278,1,0,4.264150943396227,38,0.05,13,8,7,0,3,0,0,3,20.33333333333333,28,3,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('Roma', 'GPE'), ('one', 'CARDINAL'), ('Asian', 'NORP'), ('Roma', 'GPE'), ('Asian', 'NORP')]",19.892222222222227,24.58444444444445,7.388459666666669,48.62500000000001,23.822222222222223,66.96296296296296,12.486832980505138,7.0,9.531381481481482,4.037037037037037,1.2222222222222223,54.0,1.0,0.6851851851851852,218,66,54,37,1,1,7,3,11,3,0,2,1,9,0,0,0,0,0,0,1,38,0.9339198470115662,0.1138898953795433,0.05868135765194893,0.3634603023529053,0.11378441005945206,0.9594936370849609,0.9589174389839172,0.944085955619812,0.8246474862098694,0.927551805973053,0.5047025084495544,0.4128548800945282,0.6653590202331543,0.8355560302734375,0.9395658373832703,0.14419376850128174,0.09307193756103516,0.364869624376297,0.10135423392057419,0.5851549506187439,0.8975157141685486,0.9092095494270325,0.9288250207901001,0.9169037938117981,0.8832384943962097
2096,"At the community meeting, two people spoke, one who had long hair and one who was in a wheelchair. Who is regarded as hard-working and productive?",1,1,-0.05,0.4,66.74,16.0,0.8846153846153846,146,1,0,4.653846153846154,23,0.05,8,4,1,1,1,0,0,2,16.0,16,4,"[('two', 'CARDINAL')]",10.434615384615388,12.765,9.520553192307696,66.56038461538462,16.553846153846155,49.07692307692308,13.954451150103322,6.0,7.962638461538462,4.5,1.3461538461538465,26.0,1.0,0.8846153846153846,117,35,26,23,1,1,6,4,5,2,0,2,0,2,0,0,0,0,0,0,1,79,0.9558097720146179,0.6346842646598816,0.964804470539093,0.6171926259994507,0.8958117365837097,0.7600517272949219,0.9164195656776428,0.20376063883304596,0.8081752061843872,0.6815450191497803,0.8967767953872681,0.7247501611709595,0.9502611756324768,0.8733410835266113,0.9535420536994934,0.8107854723930359,0.27621814608573914,0.9439272880554199,0.632702648639679,0.5649983286857605,0.26973265409469604,0.15186172723770142,0.2253427356481552,0.8988532423973083,0.8181570172309875
2136,"In the community meeting, two people, Kelly Schneider and Winnie Wang, were standing near the podium. Kelly Schneider was waiting to speak as she does in every meeting, but Winnie Wang was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,281,1,0,4.875,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Kelly Schneider', 'PERSON'), ('Winnie Wang', 'PERSON'), ('Kelly Schneider', 'PERSON'), ('Winnie Wang', 'PERSON')]",20.338333333333328,24.844375000000007,11.3895896875,34.74000000000002,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.729166666666667,1.4583333333333333,48.0,1.0,0.6875,227,70,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.9679979085922241,0.7392228841781616,0.9560654163360596,0.7648319005966187,0.9496541023254395,0.8987603783607483,0.872147798538208,0.8669478893280029,0.7881157398223877,0.9276047348976135,0.9421735405921936,0.5117029547691345,0.7570185661315918,0.9295997023582458,0.9630710482597351,0.7548310160636902,0.07513774931430817,0.5527083873748779,0.2798275649547577,0.7090365290641785,0.8066899180412292,0.9506165385246277,0.9332959651947021,0.8315941691398621,0.868033230304718
2140,"In the community meeting, two people, Winnie Wang and Terrell Charles, were standing near the podium. Which person isn't going to speak at the meeting?",1,1,0.1,0.4,67.25,15.5,0.92,151,1,0,5.08,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Winnie Wang', 'PERSON'), ('Terrell Charles', 'PERSON')]",9.52692307692308,13.489615384615384,10.425145653846156,73.06807692307694,13.47692307692308,49.07692307692308,10.745966692414834,6.0,10.391869230769233,4.653846153846154,1.2692307692307692,26.0,1.0,0.8846153846153846,121,33,26,23,1,1,6,2,9,1,0,1,0,4,0,0,0,0,0,0,1,38,0.981473982334137,0.25434625148773193,0.8959479331970215,0.8247701525688171,0.8153040409088135,0.9819831848144531,0.9766566157341003,0.9161603450775146,0.8886826634407043,0.9082199931144714,0.4280354976654053,0.27422428131103516,0.7712001204490662,0.6166588664054871,0.9826064109802246,0.7620508074760437,0.37102261185646057,0.8146564364433289,0.2716639041900635,0.7314056754112244,0.8077868819236755,0.8529864549636841,0.9059173464775085,0.9380889534950256,0.8919994235038757
2194,"In the community meeting, two people, Joanna Li and Kelly Hanson, were standing near the podium. Which person isn't going to speak at the meeting?",0,1,0.1,0.4,58.79,15.5,0.92,146,1,0,4.88,23,0.1,7,3,3,0,2,0,0,2,15.5,12,3,"[('two', 'CARDINAL'), ('Joanna Li', 'PERSON'), ('Kelly Hanson', 'PERSON')]",9.52692307692308,12.583846153846151,9.294405076923075,73.06807692307694,13.47692307692308,41.38461538461539,10.745966692414834,4.0,10.391869230769233,4.461538461538462,1.2692307692307692,26.0,1.0,0.8846153846153846,116,33,26,23,1,1,4,2,9,1,0,1,0,4,0,0,0,0,0,0,1,38,0.9825121164321899,0.4077792763710022,0.9143640398979187,0.8325110673904419,0.8776973485946655,0.9808312058448792,0.9817838668823242,0.9423757791519165,0.8985812067985535,0.8986979126930237,0.6381112337112427,0.2630550265312195,0.7533963918685913,0.8445344567298889,0.9823733568191528,0.7466989159584045,0.2534056305885315,0.695396900177002,0.22902467846870422,0.7079184055328369,0.7607816457748413,0.910353422164917,0.9425946474075317,0.9362505078315735,0.8805221915245056
2210,"In the community meeting, two people, Vivian Wu and Miguel Alvarado, were standing near the podium. Vivian Wu was waiting to speak as she does in every meeting, but Miguel Alvarado was waiting to find a seat near a friend. Which person speaks in almost every community meeting?",1,1,0.1,0.4,63.7,18.33333333333333,0.7291666666666666,277,1,0,4.791666666666667,35,0.1,13,7,5,0,3,0,0,3,18.33333333333333,22,3,"[('two', 'CARDINAL'), ('Vivian Wu', 'PERSON'), ('Miguel Alvarado', 'PERSON'), ('Vivian Wu', 'PERSON'), ('Miguel Alvarado', 'PERSON')]",21.32166666666667,24.451875,10.899602104166668,27.69,23.36666666666667,68.83333333333333,15.24744871391589,10.0,10.951675,4.645833333333333,1.5416666666666667,48.0,1.0,0.6875,223,74,48,33,1,1,10,5,15,3,0,2,1,8,0,0,0,0,0,0,1,38,0.9581169486045837,0.40888434648513794,0.9490476846694946,0.7472401261329651,0.9428707361221313,0.8651639223098755,0.8217246532440186,0.8269690871238708,0.7273613214492798,0.909832775592804,0.8802341818809509,0.36322730779647827,0.7076135873794556,0.929304838180542,0.9770488142967224,0.7838581800460815,0.21000048518180847,0.5715531706809998,0.19987420737743378,0.8750361800193787,0.755359411239624,0.9382980465888977,0.9312779307365417,0.7406163215637207,0.8319728970527649
2226,"In the community meeting, two people, one European man and one Asian woman, were standing near the podium. The European man was waiting to speak as she does in every meeting, but the Asian woman was waiting to find a seat near a friend. Which person isn't going to speak at the meeting?",1,1,0.0333333333333333,0.1333333333333333,70.43,20.33333333333333,0.7169811320754716,286,1,0,4.415094339622642,38,0.0333333333333333,13,8,7,0,3,0,0,3,20.33333333333333,28,3,"[('two', 'CARDINAL'), ('one', 'CARDINAL'), ('European', 'NORP'), ('one', 'CARDINAL'), ('Asian', 'NORP'), ('European', 'NORP'), ('Asian', 'NORP')]",20.329259259259263,25.282222222222224,8.259548703703707,45.49166666666668,23.822222222222223,70.66666666666667,12.486832980505138,9.0,9.531381481481482,4.185185185185185,1.2592592592592593,54.0,1.0,0.6851851851851852,226,68,54,37,1,1,9,3,11,3,0,2,1,9,0,0,0,0,0,0,1,38,0.9090051054954529,0.08908019959926605,0.05591796711087227,0.2816557288169861,0.14261284470558167,0.9388023018836975,0.9314841628074646,0.966254711151123,0.8141615986824036,0.8310304284095764,0.5068936944007874,0.0601201057434082,0.7199341654777527,0.8331335186958313,0.9613080620765686,0.12839478254318237,0.0919775664806366,0.23927012085914612,0.06980670988559723,0.46430036425590515,0.8004261255264282,0.7753328084945679,0.9176952242851257,0.8545808792114258,0.8166612386703491
