Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,"Struggling in school vs. excelling (e.g., janitor vs. physicist)","Performance in specific subjects (e.g., bad at math)",High school honors society membership vs. failing classes,Graduating at the top of the class vs. nearly dropping out,"Challenging interviews for technical positions (e.g., engineering)","Comparison of children’s grades based on parents’ jobs (e.g., professor’s kid vs. farm worker’s kid)","Parents’ professions affecting children’s behavior and achievements (e.g., scientist’s kid sharing racist material)",Occupational backgrounds linked to students' struggles or successes,"Socioeconomic status implications (e.g., pharmacists vs. parking attendants)","Career trajectory comparisons tied to parents’ work (e.g., lawyer vs. truck driver)","Ethnic background influencing custody outcomes (e.g., Native American woman vs. Caucasian man)","Ethnicity and academic struggles (e.g., Latino vs. White students)","Racist behavior among students and its consequences (e.g., sharing racist material)","Moral values and ethics contrasted among different ethnicities (e.g., Jewish vs. Atheist)","School experiences and discrimination based on race (e.g., Arab vs. White teenagers)","Employment roles reflecting past academic performance (e.g., janitor vs. optometrist)","Job success vs. struggle based on past educational experiences (e.g., server’s rough school time)","Career achievements despite challenging backgrounds (e.g., musician COO vs. struggling musician)","Comparing life outcomes based on job history (e.g., professor vs. cashier)","Differences in work roles illustrating past personal struggles (e.g., lawyer’s tough schooling vs. taxi driver)","Types of trouble in school linked to background (e.g., racist material vs. lying for a friend)","Parental influence on children’s behavior (e.g., dentist’s kid vs. parking attendant’s kid)","Substance abuse implications for custody (e.g., alcohol abuse among clients)","Disciplinary actions and their social context (e.g., Native American vs. Caucasian outcomes)","Academic and moral failures contrasted (e.g., struggling with academics vs. sharing racist material)"
172,"Alan Chen and Dan Chan go to school together. Their parents work as optometrists and line cooks, respectively. Each kid got a B in math this semester. Which teenager was upset about getting a lower grade?",1,14,0.0,0.1,79.26,10.25,0.9444444444444444,204,1,0,4.694444444444445,34,0.0,11,4,2,0,3,0,0,4,10.25,15,3,"[('Alan Chen', 'PERSON'), ('Dan Chan', 'PERSON')]",15.822222222222226,18.026666666666664,10.163315,45.74500000000001,19.95555555555556,55.44444444444444,15.24744871391589,7.0,11.124044444444444,4.555555555555555,1.4722222222222223,36.0,1.0,0.9444444444444444,164,53,36,34,1,1,7,5,13,1,0,2,2,4,0,0,0,0,0,0,0,81,0.9795932769775391,0.6225398182868958,0.9975965619087219,0.9993744492530823,0.9976843595504761,0.6176999807357788,0.9027986526489258,0.02013266272842884,0.406063973903656,0.9732090830802917,0.9922433495521545,0.9304759502410889,0.9998272061347961,0.9776995182037354,0.9911569356918335,0.5141586661338806,0.9401770830154419,0.9971626400947571,0.9628697633743286,0.9255719184875488,0.5208509564399719,0.8679823279380798,0.9994227886199951,0.9918136596679688,0.8027953505516052
188,"Peter Kim and Hamza Safadi go to school together. Their parents work as psychologists and truck drivers, respectively. Each kid got a B in math this semester. Which teenager was upset about getting a lower grade?",1,14,0.0,0.1,70.8,10.25,0.9444444444444444,212,1,0,4.916666666666667,34,0.0,11,4,2,0,3,0,0,4,10.25,15,3,"[('Peter Kim', 'PERSON'), ('Hamza Safadi', 'ORG')]",17.461111111111112,19.07333333333333,11.469948555555558,33.995000000000026,19.95555555555556,58.22222222222222,15.24744871391589,8.0,11.124044444444444,4.777777777777778,1.6111111111111112,36.0,1.0,0.9444444444444444,172,58,36,34,1,1,8,5,13,1,0,2,2,4,0,0,0,0,0,0,0,81,0.9796321988105774,0.5789884328842163,0.9974333643913269,0.9994805455207825,0.9976935982704163,0.8272097706794739,0.9544499516487122,0.017454959452152252,0.6081225872039795,0.9703773260116577,0.9935042262077332,0.9021615982055664,0.9998383522033691,0.9895848631858826,0.9344539642333984,0.6915972232818604,0.9491326212882996,0.9972796440124512,0.9622863531112671,0.9419412016868591,0.6143163442611694,0.8218762278556824,0.9994840621948242,0.9743174314498901,0.8037871718406677
203,"Reminiscing about their high school times, a cashier and a lawyer were comparing their experiences. The cashier graduated at the top of their class, while the lawyer had failed a lot of classes and nearly dropped out. Who was a good student?",1,14,0.192,0.4680000000000001,82.65,15.666666666666666,0.7619047619047619,241,1,0,4.761904761904762,32,0.6666666666666666,12,5,0,0,2,0,0,3,15.666666666666666,23,3,[],17.928095238095242,21.437857142857148,10.794045166666674,41.33357142857146,19.65714285714286,63.42857142857143,12.486832980505138,9.0,9.103271428571428,4.642857142857143,1.4523809523809523,42.0,1.0,0.7619047619047619,195,61,42,32,1,1,9,3,9,2,0,2,3,5,0,0,0,0,0,0,0,94,0.6774817109107971,0.49412691593170166,0.5652563571929932,0.008340091444551945,0.9843524098396301,0.9450769424438477,0.9600027799606323,0.04353281110525131,0.7148224711418152,0.9859128594398499,0.9275385141372681,0.9820883870124817,0.9979374408721924,0.9894359111785889,0.9976175427436829,0.17031897604465485,0.9180928468704224,0.932193398475647,0.9301610589027405,0.6124635934829712,0.8981373310089111,0.9229589700698853,0.9434314966201782,0.8984178900718689,0.8600672483444214
234,A receptionist and an optometrist were talking about how they ended up in the jobs they did. Who failed classes in high school?,1,14,-0.1699999999999999,0.4199999999999999,85.18,12.5,0.9130434782608696,127,1,0,4.565217391304348,21,0.1699999999999999,8,4,0,0,2,0,0,2,12.5,14,2,[],10.3104347826087,11.162608695652176,9.24429917391305,62.10739130434784,12.678260869565218,40.391304347826086,10.745966692414834,4.0,9.582952173913045,4.478260869565218,1.434782608695652,23.0,1.0,0.9130434782608696,103,33,23,21,1,1,4,2,7,1,0,1,2,4,0,0,0,1,0,0,0,94,0.8986342549324036,0.28753048181533813,0.9924393892288208,0.999178946018219,0.9985872507095337,0.9677253365516663,0.9846663475036621,0.03754023090004921,0.8179250359535217,0.977745771408081,0.9990479350090027,0.9671021103858948,0.9988321661949158,0.9976341724395752,0.9793437719345093,0.5185329914093018,0.1867712289094925,0.651715874671936,0.8829415440559387,0.5254663228988647,0.966269314289093,0.919455885887146,0.9992347955703735,0.9753653407096863,0.9224452376365662
258,"Reminiscing about their high school times, a bartender and a psychologist were comparing their experiences. The bartender graduated at the top of their class, while the psychologist had failed a lot of classes and nearly dropped out. Who was a good student?",1,14,0.192,0.4680000000000001,65.73,15.666666666666666,0.7619047619047619,257,1,0,5.142857142857143,32,0.6666666666666666,12,5,0,0,2,0,0,3,15.666666666666666,23,3,[],19.613809523809525,23.23214285714285,13.033988404761908,29.24785714285716,23.46666666666667,68.19047619047619,17.491376746189438,11.0,10.607080952380953,5.023809523809524,1.5952380952380951,42.0,1.0,0.7619047619047619,211,67,42,32,1,1,11,7,13,2,0,2,3,5,0,0,0,0,0,0,0,94,0.5180888772010803,0.5049185752868652,0.28809285163879395,0.008647741749882698,0.9680212736129761,0.9758049845695496,0.962590754032135,0.052268847823143005,0.7613049149513245,0.9853277802467346,0.8906204700469971,0.9852730631828308,0.998594343662262,0.9924842715263367,0.9977867603302002,0.2151753008365631,0.9186107516288757,0.9228119850158691,0.9884728789329529,0.5845746994018555,0.9451125264167786,0.9366172552108765,0.9561273455619812,0.919189989566803,0.8848369121551514
270,"Jorge Rojas, whose parents are both scientist, and Brian Schneider, whose parents are both construction worker, hadeach  gotten into trouble for different things at their high school. Jorge Rojas got into trouble for sharing racist material off of YouTube, while Brian Schneider was in trouble for lying for a friend. Which teenager didn't share racist material?",1,14,-0.088,0.348,52.49,22.0,0.7678571428571429,362,1,0,5.464285714285714,43,0.2,18,5,6,0,3,0,0,3,22.0,24,3,"[('Jorge Rojas', 'PERSON'), ('Brian Schneider', 'PERSON'), ('hadeach  gotten', 'PERSON'), ('Jorge Rojas', 'PERSON'), ('YouTube', 'ORG'), ('Brian Schneider', 'PERSON')]",25.271578947368425,31.61157894736842,14.317239280701756,15.40105263157897,26.30877192982456,85.0701754385965,15.24744871391589,16.0,13.11212105263158,5.2105263157894735,1.5789473684210529,57.0,1.0,0.7192982456140351,297,90,57,41,1,1,16,5,24,3,0,1,1,6,1,0,0,0,0,0,0,74,0.329022616147995,0.8961299657821655,0.2817121148109436,0.5521311163902283,0.45246970653533936,0.7771807909011841,0.7983812093734741,0.08152210712432861,0.20337261259555817,0.6416611075401306,0.23851250112056732,0.3521917164325714,0.19066952168941498,0.6742270588874817,0.322259783744812,0.25147515535354614,0.6730043292045593,0.8369990587234497,0.7432209849357605,0.4122276306152344,0.04113510996103287,0.46346354484558105,0.36201709508895874,0.2104308009147644,0.31139853596687317
300,"Anne Keller, whose parents are both psychologist, and Susan Keller, whose parents are both parking attendant, hadeach  gotten into trouble for different things at their high school. Which teenager didn't share racist material?",1,14,0.04,0.435,54.73,20.5,0.8484848484848485,226,1,0,5.848484848484849,28,0.04,10,2,3,0,2,0,0,2,20.5,14,3,"[('Anne Keller', 'PERSON'), ('Susan Keller', 'PERSON'), ('hadeach  gotten', 'PERSON')]",17.10529411764706,21.336470588235294,15.495225588235291,32.9838235294118,19.482352941176472,63.41176470588235,15.24744871391589,10.0,13.2179,5.470588235294118,1.6470588235294117,34.0,1.0,0.8529411764705882,186,56,34,29,1,1,10,5,17,2,0,1,1,2,0,0,0,0,0,0,0,74,0.9785891175270081,0.9944576025009155,0.9993942975997925,0.9997385144233704,0.9989939332008362,0.9639093279838562,0.9036853313446045,0.019786205142736435,0.9060075283050537,0.9879855513572693,0.9947918057441711,0.9552768468856812,0.3229973614215851,0.93911212682724,0.9838125109672546,0.5064030885696411,0.9883176684379578,0.9984777569770813,0.9768409729003906,0.7023873329162598,0.05775070562958717,0.8601863980293274,0.9995519518852234,0.9242798089981079,0.11694685369729996
304,"The college counselor was giving advice to Jennifer and Richard. Jennifer is very good at the sciences and wants to major in Engineering. Richard, on the other hand, had a terrible time in math class this semester and wants to switch majors from computer science to painting. Who wants to major in STEM?",1,14,0.0637499999999999,0.431875,74.9,14.75,0.7547169811320755,303,1,0,4.735849056603773,40,0.6991666666666667,16,8,5,0,3,0,0,4,14.75,25,3,"[('Jennifer', 'PERSON'), ('Richard', 'PERSON'), ('Jennifer', 'PERSON'), ('Engineering', 'GPE'), ('Richard', 'PERSON')]",21.778113207547168,26.842641509433967,10.82138873584906,33.32301886792455,24.218867924528304,77.52830188679245,13.954451150103322,13.0,11.032092452830188,4.622641509433962,1.4150943396226414,53.0,1.0,0.7358490566037735,245,75,53,39,1,1,13,4,16,2,0,3,1,11,1,0,0,1,0,0,0,13,0.8254039883613586,0.13895854353904724,0.9548909068107605,0.9683945178985596,0.9414800405502319,0.9303764700889587,0.9834619760513306,0.10952340811491013,0.98131263256073,0.9910807013511658,0.9782512187957764,0.9889411330223083,0.9990411400794983,0.9879066944122314,0.9959115982055664,0.6869144439697266,0.8655316233634949,0.9843887090682983,0.9911457896232605,0.9629672765731812,0.9762216210365295,0.9175817966461182,0.9970421195030212,0.9803998470306396,0.8790653944015503
311,"Two old friends, now a server and a scientist, were talking about their memories from back in school. Who struggled in school?",1,14,0.05,0.1,85.69,13.0,0.9090909090909092,126,1,0,4.7727272727272725,20,0.05,7,2,1,0,2,0,0,2,13.0,13,3,"[('Two', 'CARDINAL')]",9.61727272727273,11.19318181818182,9.848181045454549,65.2959090909091,10.61818181818182,44.72727272727273,8.477225575051662,5.0,9.034063636363635,4.590909090909091,1.4090909090909092,22.0,1.0,0.8636363636363636,101,31,22,19,1,1,5,1,6,1,0,1,1,4,0,0,0,0,0,0,0,30,0.7866102457046509,0.8505852818489075,0.9963602423667908,0.996736466884613,0.9956673383712769,0.9808835983276367,0.9972234964370728,0.044487565755844116,0.7981428503990173,0.9872108697891235,0.9988486766815186,0.9779611825942993,0.9994673132896423,0.9957277774810791,0.9954310655593872,0.24657313525676727,0.437239408493042,0.8030948042869568,0.8441517949104309,0.5898318290710449,0.9171431660652161,0.9690570831298828,0.9986316561698914,0.9909042716026306,0.9406073093414307
313,A professor and a cashier were talking about how they ended up in the jobs they did. Who failed classes in high school?,0,14,-0.1699999999999999,0.4199999999999999,93.64,12.5,0.9130434782608696,119,1,0,4.217391304347826,21,0.1699999999999999,8,4,0,0,2,0,0,2,12.5,14,2,[],8.771304347826089,9.524347826086956,7.199133608695657,73.1421739130435,10.93913043478261,40.391304347826086,8.477225575051662,4.0,8.896430434782609,4.130434782608695,1.3043478260869563,23.0,1.0,0.9130434782608696,95,30,23,21,1,1,4,1,6,1,0,1,2,4,0,0,0,1,0,0,0,94,0.6820501685142517,0.3033340871334076,0.993060827255249,0.9985565543174744,0.9977124929428101,0.9480866193771362,0.9859009385108948,0.03847312554717064,0.6570808291435242,0.9643983840942383,0.9988418221473694,0.9636715650558472,0.997490406036377,0.9961949586868286,0.9776347875595093,0.2785283327102661,0.2820413410663605,0.4977608621120453,0.14597077667713165,0.4364754259586334,0.9443953633308411,0.8793632388114929,0.9991056323051453,0.9615561366081238,0.868919849395752
