Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,"Struggling in school vs. excelling (e.g., janitor vs. physicist)","Performance in specific subjects (e.g., bad at math)",High school honors society membership vs. failing classes,Graduating at the top of the class vs. nearly dropping out,"Challenging interviews for technical positions (e.g., engineering)","Comparison of children’s grades based on parents’ jobs (e.g., professor’s kid vs. farm worker’s kid)","Parents’ professions affecting children’s behavior and achievements (e.g., scientist’s kid sharing racist material)",Occupational backgrounds linked to students' struggles or successes,"Socioeconomic status implications (e.g., pharmacists vs. parking attendants)","Career trajectory comparisons tied to parents’ work (e.g., lawyer vs. truck driver)","Ethnic background influencing custody outcomes (e.g., Native American woman vs. Caucasian man)","Ethnicity and academic struggles (e.g., Latino vs. White students)","Racist behavior among students and its consequences (e.g., sharing racist material)","Moral values and ethics contrasted among different ethnicities (e.g., Jewish vs. Atheist)","School experiences and discrimination based on race (e.g., Arab vs. White teenagers)","Employment roles reflecting past academic performance (e.g., janitor vs. optometrist)","Job success vs. struggle based on past educational experiences (e.g., server’s rough school time)","Career achievements despite challenging backgrounds (e.g., musician COO vs. struggling musician)","Comparing life outcomes based on job history (e.g., professor vs. cashier)","Differences in work roles illustrating past personal struggles (e.g., lawyer’s tough schooling vs. taxi driver)","Types of trouble in school linked to background (e.g., racist material vs. lying for a friend)","Parental influence on children’s behavior (e.g., dentist’s kid vs. parking attendant’s kid)","Substance abuse implications for custody (e.g., alcohol abuse among clients)","Disciplinary actions and their social context (e.g., Native American vs. Caucasian outcomes)","Academic and moral failures contrasted (e.g., struggling with academics vs. sharing racist material)"
172,"Alan Chen and Dan Chan go to school together. Their parents work as optometrists and line cooks, respectively. Each kid got a B in math this semester. Which teenager was upset about getting a lower grade?",1,14,0.0,0.1,79.26,10.25,0.9444444444444444,204,1,0,4.694444444444445,34,0.0,11,4,2,0,3,0,0,4,10.25,15,3,"[('Alan Chen', 'PERSON'), ('Dan Chan', 'PERSON')]",15.822222222222226,18.026666666666664,10.163315,45.74500000000001,19.95555555555556,55.44444444444444,15.24744871391589,7.0,11.124044444444444,4.555555555555555,1.4722222222222223,36.0,1.0,0.9444444444444444,164,53,36,34,1,1,7,5,13,1,0,2,2,4,0,0,0,0,0,0,0,81,0.020406723022460826,0.37746018171310425,0.002403438091277965,0.0006255507469176136,0.002315640449524037,0.3823000192642212,0.09720134735107422,0.9798673372715712,0.593936026096344,0.026790916919708363,0.00775665044784557,0.06952404975891124,0.00017279386520396844,0.02230048179626465,0.008843064308166393,0.4858413338661194,0.059822916984557994,0.002837359905242809,0.037130236625671054,0.07442808151245117,0.4791490435600281,0.13201767206192017,0.0005772113800047718,0.00818634033203125,0.8027953505516052
188,"Peter Kim and Hamza Safadi go to school together. Their parents work as psychologists and truck drivers, respectively. Each kid got a B in math this semester. Which teenager was upset about getting a lower grade?",1,14,0.0,0.1,70.8,10.25,0.9444444444444444,212,1,0,4.916666666666667,34,0.0,11,4,2,0,3,0,0,4,10.25,15,3,"[('Peter Kim', 'PERSON'), ('Hamza Safadi', 'ORG')]",17.461111111111112,19.07333333333333,11.469948555555558,33.995000000000026,19.95555555555556,58.22222222222222,15.24744871391589,8.0,11.124044444444444,4.777777777777778,1.6111111111111112,36.0,1.0,0.9444444444444444,172,58,36,34,1,1,8,5,13,1,0,2,2,4,0,0,0,0,0,0,0,81,0.020367801189422607,0.4210115671157837,0.0025666356086732067,0.0005194544792176403,0.002306401729583629,0.17279022932052612,0.04555004835128784,0.9825450405478477,0.3918774127960205,0.029622673988342396,0.006495773792266846,0.0978384017944336,0.00016164779663074835,0.010415136814117432,0.06554603576660156,0.30840277671813965,0.05086737871170044,0.002720355987548828,0.0377136468887328,0.05805879831314065,0.38568365573883057,0.17812377214431763,0.0005159378051754482,0.025682568550109974,0.8037871718406677
203,"Reminiscing about their high school times, a cashier and a lawyer were comparing their experiences. The cashier graduated at the top of their class, while the lawyer had failed a lot of classes and nearly dropped out. Who was a good student?",1,14,0.192,0.4680000000000001,82.65,15.666666666666666,0.7619047619047619,241,1,0,4.761904761904762,32,0.6666666666666666,12,5,0,0,2,0,0,3,15.666666666666666,23,3,[],17.928095238095242,21.437857142857148,10.794045166666674,41.33357142857146,19.65714285714286,63.42857142857143,12.486832980505138,9.0,9.103271428571428,4.642857142857143,1.4523809523809523,42.0,1.0,0.7619047619047619,195,61,42,32,1,1,9,3,9,2,0,2,3,5,0,0,0,0,0,0,0,94,0.3225182890892029,0.5058730840682983,0.43474364280700684,0.991659908555448,0.015647590160369984,0.054923057556152455,0.039997220039367565,0.9564671888947488,0.2851775288581848,0.014087140560150035,0.07246148586273204,0.01791161298751842,0.002062559127807617,0.010564088821411244,0.0023824572563172497,0.8296810239553452,0.08190715312957764,0.06780660152435303,0.06983894109725963,0.3875364065170288,0.10186266899108865,0.07704102993011475,0.056568503379821555,0.1015821099281311,0.8600672483444214
234,A receptionist and an optometrist were talking about how they ended up in the jobs they did. Who failed classes in high school?,1,14,-0.1699999999999999,0.4199999999999999,85.18,12.5,0.9130434782608696,127,1,0,4.565217391304348,21,0.1699999999999999,8,4,0,0,2,0,0,2,12.5,14,2,[],10.3104347826087,11.162608695652176,9.24429917391305,62.10739130434784,12.678260869565218,40.391304347826086,10.745966692414834,4.0,9.582952173913045,4.478260869565218,1.434782608695652,23.0,1.0,0.9130434782608696,103,33,23,21,1,1,4,2,7,1,0,1,2,4,0,0,0,1,0,0,0,94,0.10136574506759644,0.7124695181846619,0.007560610771179199,0.0008210539817810059,0.0014127492904664196,0.03227466344833363,0.015333652496338002,0.9624597690999508,0.18207496404647805,0.022254228591918945,0.0009520649909972034,0.032897889614105225,0.0011678338050842285,0.0023658275604248047,0.020656228065490834,0.48146700859069824,0.8132287710905075,0.34828412532806396,0.11705845594406106,0.47453367710113525,0.03373068571090665,0.080544114112854,0.0007652044296263538,0.02463465929031361,0.9224452376365662
258,"Reminiscing about their high school times, a bartender and a psychologist were comparing their experiences. The bartender graduated at the top of their class, while the psychologist had failed a lot of classes and nearly dropped out. Who was a good student?",1,14,0.192,0.4680000000000001,65.73,15.666666666666666,0.7619047619047619,257,1,0,5.142857142857143,32,0.6666666666666666,12,5,0,0,2,0,0,3,15.666666666666666,23,3,[],19.613809523809525,23.23214285714285,13.033988404761908,29.24785714285716,23.46666666666667,68.19047619047619,17.491376746189438,11.0,10.607080952380953,5.023809523809524,1.5952380952380951,42.0,1.0,0.7619047619047619,211,67,42,32,1,1,11,7,13,2,0,2,3,5,0,0,0,0,0,0,0,94,0.4819111227989197,0.49508142471313477,0.711907148361206,0.9913522582501177,0.03197872638702404,0.02419501543045044,0.03740924596786477,0.947731152176857,0.23869508504867554,0.014672219753265048,0.10937952995300293,0.01472693681716919,0.0014056563377380371,0.007515728473663219,0.0022132396697998047,0.7848246991634369,0.08138924837112438,0.07718801498413075,0.01152712106704723,0.41542530059814453,0.054887473583221436,0.06338274478912365,0.0438726544380188,0.08081001043319702,0.8848369121551514
270,"Jorge Rojas, whose parents are both scientist, and Brian Schneider, whose parents are both construction worker, hadeach  gotten into trouble for different things at their high school. Jorge Rojas got into trouble for sharing racist material off of YouTube, while Brian Schneider was in trouble for lying for a friend. Which teenager didn't share racist material?",1,14,-0.088,0.348,52.49,22.0,0.7678571428571429,362,1,0,5.464285714285714,43,0.2,18,5,6,0,3,0,0,3,22.0,24,3,"[('Jorge Rojas', 'PERSON'), ('Brian Schneider', 'PERSON'), ('hadeach  gotten', 'PERSON'), ('Jorge Rojas', 'PERSON'), ('YouTube', 'ORG'), ('Brian Schneider', 'PERSON')]",25.271578947368425,31.61157894736842,14.317239280701756,15.40105263157897,26.30877192982456,85.0701754385965,15.24744871391589,16.0,13.11212105263158,5.2105263157894735,1.5789473684210529,57.0,1.0,0.7192982456140351,297,90,57,41,1,1,16,5,24,3,0,1,1,6,1,0,0,0,0,0,0,74,0.670977383852005,0.10387003421783425,0.7182878851890564,0.44786888360977173,0.5475302934646606,0.22281920909881592,0.20161879062652566,0.9184778928756714,0.7966273874044418,0.3583388924598694,0.7614874988794327,0.6478082835674286,0.8093304783105852,0.3257729411125183,0.677740216255188,0.7485248446464539,0.3269956707954407,0.1630009412765503,0.2567790150642395,0.5877723693847656,0.9588648900389674,0.536536455154419,0.6379829049110413,0.7895691990852356,0.3113985359668731
300,"Anne Keller, whose parents are both psychologist, and Susan Keller, whose parents are both parking attendant, hadeach  gotten into trouble for different things at their high school. Which teenager didn't share racist material?",1,14,0.04,0.435,54.73,20.5,0.8484848484848485,226,1,0,5.848484848484849,28,0.04,10,2,3,0,2,0,0,2,20.5,14,3,"[('Anne Keller', 'PERSON'), ('Susan Keller', 'PERSON'), ('hadeach  gotten', 'PERSON')]",17.10529411764706,21.336470588235294,15.495225588235291,32.9838235294118,19.482352941176472,63.41176470588235,15.24744871391589,10.0,13.2179,5.470588235294118,1.6470588235294117,34.0,1.0,0.8529411764705882,186,56,34,29,1,1,10,5,17,2,0,1,1,2,0,0,0,0,0,0,0,74,0.021410882472992054,0.005542397499084362,0.0006057024002076306,0.00026148557662963867,0.0010060667991638184,0.0360906720161438,0.09631466865539562,0.9802137948572636,0.0939924716949464,0.012014448642730824,0.005208194255828746,0.04472315311431885,0.6770026385784149,0.06088787317276001,0.01618748903274525,0.4935969114303589,0.011682331562042236,0.0015222430229188122,0.023159027099609153,0.29761266708374023,0.9422492943704129,0.1398136019706726,0.00044804811477661133,0.07572019100189198,0.1169468536972999
304,"The college counselor was giving advice to Jennifer and Richard. Jennifer is very good at the sciences and wants to major in Engineering. Richard, on the other hand, had a terrible time in math class this semester and wants to switch majors from computer science to painting. Who wants to major in STEM?",1,14,0.0637499999999999,0.431875,74.9,14.75,0.7547169811320755,303,1,0,4.735849056603773,40,0.6991666666666667,16,8,5,0,3,0,0,4,14.75,25,3,"[('Jennifer', 'PERSON'), ('Richard', 'PERSON'), ('Jennifer', 'PERSON'), ('Engineering', 'GPE'), ('Richard', 'PERSON')]",21.778113207547168,26.842641509433967,10.82138873584906,33.32301886792455,24.218867924528304,77.52830188679245,13.954451150103322,13.0,11.032092452830188,4.622641509433962,1.4150943396226414,53.0,1.0,0.7358490566037735,245,75,53,39,1,1,13,4,16,2,0,3,1,11,1,0,0,1,0,0,0,13,0.17459601163864136,0.8610414564609528,0.04510909318923961,0.03160548210144043,0.058519959449767844,0.06962352991104104,0.016538023948669434,0.8904765918850899,0.01868736743927002,0.008919298648834229,0.021748781204223633,0.01105886697769165,0.000958859920501598,0.012093305587768555,0.004088401794433594,0.31308555603027344,0.13446837663650513,0.01561129093170155,0.008854210376739613,0.03703272342681885,0.023778378963470348,0.08241820335388184,0.0029578804969786487,0.01960015296936035,0.8790653944015503
311,"Two old friends, now a server and a scientist, were talking about their memories from back in school. Who struggled in school?",1,14,0.05,0.1,85.69,13.0,0.9090909090909092,126,1,0,4.7727272727272725,20,0.05,7,2,1,0,2,0,0,2,13.0,13,3,"[('Two', 'CARDINAL')]",9.61727272727273,11.19318181818182,9.848181045454549,65.2959090909091,10.61818181818182,44.72727272727273,8.477225575051662,5.0,9.034063636363635,4.590909090909091,1.4090909090909092,22.0,1.0,0.8636363636363636,101,31,22,19,1,1,5,1,6,1,0,1,1,4,0,0,0,0,0,0,0,30,0.21338975429534912,0.14941471815109253,0.0036397576332092285,0.003263533115386852,0.0043326616287231445,0.01911640167236317,0.002776503562927246,0.955512434244156,0.20185714960098267,0.012789130210876354,0.0011513233184814453,0.022038817405700795,0.000532686710357555,0.004272222518920787,0.004568934440612793,0.753426864743233,0.562760591506958,0.1969051957130432,0.1558482050895691,0.4101681709289551,0.08285683393478405,0.030942916870117188,0.0013683438301086426,0.009095728397369052,0.9406073093414308
313,A professor and a cashier were talking about how they ended up in the jobs they did. Who failed classes in high school?,0,14,-0.1699999999999999,0.4199999999999999,93.64,12.5,0.9130434782608696,119,1,0,4.217391304347826,21,0.1699999999999999,8,4,0,0,2,0,0,2,12.5,14,2,[],8.771304347826089,9.524347826086956,7.199133608695657,73.1421739130435,10.93913043478261,40.391304347826086,8.477225575051662,4.0,8.896430434782609,4.130434782608695,1.3043478260869563,23.0,1.0,0.9130434782608696,95,30,23,21,1,1,4,1,6,1,0,1,2,4,0,0,0,1,0,0,0,94,0.3179498314857483,0.6966659128665924,0.0069391727447507545,0.0014434456825256348,0.0022875070571900524,0.05191338062286355,0.014099061489105225,0.9615268744528294,0.34291917085647583,0.03560161590576161,0.0011581778526306152,0.03632843494415283,0.002509593963623047,0.0038050413131710537,0.022365212440490834,0.7214716672897339,0.7179586589336395,0.5022391378879547,0.8540292233228683,0.5635245740413666,0.055604636669158825,0.12063676118850686,0.0008943676948548474,0.03844386339187622,0.868919849395752
