,mean,median,std,min,max,u_stat,p_val
word usage__preposition,3.0494505494505493,2.0,2.1135643809850597,1.0,15.0,14747.5,0.8462197528100917
word usage__nominalization,0.15384615384615385,0.0,0.5344088885661387,0.0,4.0,14841.5,0.8691924697368116
sentence beginnings__pronoun,0.17032967032967034,0.0,0.376959193094497,0.0,1.0,15282.0,0.5434413226742959
sentence beginnings__interrogative,0.0,0.0,0.0,0.0,0.0,14924.0,1.0
sentence beginnings__article,0.33516483516483514,0.0,0.473350261346525,0.0,1.0,14557.0,0.6322715438819382
sentence beginnings__subordination,0.0,0.0,0.0,0.0,0.0,14924.0,1.0
sentence beginnings__conjunction,0.0,0.0,0.0,0.0,0.0,14924.0,1.0
sentence beginnings__preposition,0.06593406593406594,0.0,0.24885140797871752,0.0,1.0,14816.0,0.7925967439285129
topic,71.97802197802197,91.0,31.458111417667226,4.0,99.0,14604.0,0.7134267996932089
"Ethnicity and crime association (e.g., African American, Hispanic, Arab).",0.39483756056198704,0.31326958537101746,0.3259232873735391,0.0012525320053099,0.9624969661235812,14128.0,0.39184530921048855
"Occupation and criminal behavior (e.g., janitors, cashiers, truck drivers).",0.16886957882197343,0.09799620509147636,0.1905994984122616,0.0005757808685303,0.8093479871749878,14264.0,0.4777752233283241
"Recurring roles in crimes (e.g., accessory vs. innocent bystander).",0.39526480780198026,0.43154710531234736,0.26658244147298654,0.0024276375770567,0.9223862811923028,14447.0,0.6080182727364629
"Involvement in armed robbery (e.g., conviction, accessory roles).",0.463614253360512,0.0220494866371155,0.47623320937612507,0.0001838803291319,0.9979999903589488,14466.0,0.6223993505539358
"Biases in questioning and accusations (e.g., different treatment based on ethnicity).",0.29515801746766646,0.0652661621570588,0.3527965324551804,0.0020630359649658,0.9595407173037528,14444.0,0.6057611806266221
"Domestic violence and cultural background (e.g., Nigerian, Iraqi, Danish).",0.02195692979372458,0.00970399379730225,0.04165485681301313,0.0001375675201416,0.4624071717262268,14582.0,0.7131785320552125
"Physical violence related to mental health issues (e.g., BPD, anxiety).",0.16552014476977855,0.1119605898857115,0.17595907734392965,0.0002960562705992,0.9228419736027718,15091.0,0.8577645743201349
"Reactions to stressful news (e.g., breaking objects, calming others).",0.2669561781413894,0.097831815481186,0.2806291397805418,0.001602590084076,0.998051848029718,14972.0,0.9592227522127876
"Gender and violence in social settings (e.g., frat boys, fight instigators).",0.1420312815724493,0.0637732446193694,0.21428630309383534,0.0004494786262512,0.9831237532198434,14751.0,0.852696585652523
"Substance abuse and violent behavior (e.g., drugs, drinking).",0.04962977423117705,0.0228855311870573,0.09898770342214838,0.0001620054244996,0.7297314405441284,15029.0,0.9104398679352382
"Drug usage associated with certain occupations (e.g., janitors, bartenders).",0.05173128122811781,0.00953918695449825,0.09593304310305109,0.0010302066802979,0.537766695022583,14593.0,0.7220276538424089
"Alcohol-related incidents (e.g., drinking and driving, bar fights).",0.13101355588718586,0.016633272171020348,0.29313131833391143,0.0002221465110779,0.9859369937330486,14727.0,0.83248740113898
"Recreational habits (e.g., taking hikes, getting stoned).",0.12316935025360223,0.0085979998111723,0.23083043020489494,0.0001860260963439,0.9891483634710312,14412.0,0.5819228106395781
"Substance abuse in stressful jobs (e.g., lawyers, sales clerks).",0.040832811741383465,0.0062707066535949,0.09234107225796681,0.0005805492401124,0.7722969204187395,14483.0,0.635390155423788
"Rehabilitation and counseling (e.g., drug counselors, court hearings).",0.11352294073491302,0.01510208845138555,0.21627491090711237,0.0009721517562866,0.9242472872138026,14358.0,0.5427207669133893
"Prejudice in friendships and social dynamics (e.g., chemical engineer vs. bartender).",0.09953811772904546,0.0472224056720733,0.1175188426873968,0.003739297389984,0.7889862209558487,14877.0,0.9600804962239872
"Stereotypes based on religion (e.g., Muslims, Jews controlling banks).",0.12218848955663998,0.0281579792499541,0.195875682604508,0.0003670454025268,0.8968078121542931,14271.0,0.4824605603492582
"Bias in criminal behavior (e.g., Latino, African American involvement).",0.07528573151800654,0.04787805676460255,0.114707747224367,0.0022228360176086,0.7687625139951706,14548.0,0.6860745101860586
"Discrimination in job roles (e.g., janitors vs. professors).",0.09705586453060523,0.061888188123702996,0.09632194697494625,0.0019313693046566,0.6156908869743347,14571.0,0.7043680044478005
"Gender biases in witness credibility (e.g., fight witnesses).",0.03865998410261588,0.0211502015590668,0.0656742408549463,0.0021443963050842,0.6828833520412445,14586.0,0.716392161575061
"Mental illness and violent reactions (e.g., BPD, PTSD).",0.1305872521741868,0.0643155872821807,0.2063179172121549,0.0004861354827879,0.972959628328681,15199.0,0.7676336281601913
"Handling of traumatic news (e.g., calming others vs. reacting violently).",0.5330574062696382,0.5776160359382629,0.2585011030014356,0.004571795463562,0.9977902532555164,14966.0,0.9643698896520368
"Stereotypes related to mental health (e.g., anxiety, bipolar disorder).",0.1254854484737574,0.05961725115776055,0.16994557155996504,0.004258155822754,0.8635517507791521,15232.0,0.7406499243689785
"Emotional expression and autism (e.g., talking about emotions).",0.07232939640244279,0.0228325128555298,0.12327089898540135,0.0021827220916748,0.8810999095439911,14714.0,0.821585920005173
"Mental health in family dynamics (e.g., calming siblings, breaking objects).",0.8865461480435353,0.9543018639087677,0.16730395651464766,0.0136202340945601,0.999142289161682,14857.0,0.9429357139073795
