Unnamed: 0,text,performance,cluster,polarity,subjectivity,flesch_reading_ease,syntactic_complexity,lexical_diversity,text_length,question_marks,exclamation_marks,avg_word_length,unique_word_count,sentiment_score_range,noun_phrase_count,verb_phrase_count,named_entity_count,passive_voice_count,active_voice_count,modal_verbs_count,conditional_sentences_count,sentence_count,average_sentence_length,stop_words_count,punctuation_diversity,named_entities,readability grades__Kincaid,readability grades__ARI,readability grades__Coleman-Liau,readability grades__FleschReadingEase,readability grades__GunningFogIndex,readability grades__LIX,readability grades__SMOGIndex,readability grades__RIX,readability grades__DaleChallIndex,sentence info__characters_per_word,sentence info__syll_per_word,sentence info__words_per_sentence,sentence info__sentences_per_paragraph,sentence info__type_token_ratio,sentence info__characters,sentence info__syllables,sentence info__words,sentence info__wordtypes,sentence info__sentences,sentence info__paragraphs,sentence info__long_words,sentence info__complex_words,sentence info__complex_words_dc,word usage__tobeverb,word usage__auxverb,word usage__conjunction,word usage__pronoun,word usage__preposition,word usage__nominalization,sentence beginnings__pronoun,sentence beginnings__interrogative,sentence beginnings__article,sentence beginnings__subordination,sentence beginnings__conjunction,sentence beginnings__preposition,topic,Anger,Calmness,Parenting,Bullying,Advocacy,Communication,Ethnicity,Gender,Conflict,Resolution,Authority,Support,Frustration,Solutions,Education,Empathy,Reactions,Injustice,Listening,Confrontation
527,"Tanisha Rivers and Rafael Alvarado both spoke to the principal about their children being bullied. Tanisha Rivers yelled at the principal for the lack of help the school was providing, while Rafael Alvarado asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,0.3,0.75,63.39,17.666666666666668,0.7346938775510204,301,1,0,5.163265306122449,36,0.3,15,8,4,2,3,1,0,3,17.666666666666668,24,3,"[('Tanisha Rivers', 'PERSON'), ('Rafael Alvarado', 'PERSON'), ('Tanisha Rivers', 'PERSON'), ('Rafael Alvarado', 'PERSON')]",21.09959183673469,27.004489795918367,13.474616795918369,31.063265306122467,23.681632653061225,73.48979591836735,15.24744871391589,12.0,11.867308163265308,5.081632653061225,1.489795918367347,49.0,1.0,0.7142857142857143,249,73,49,35,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.24949517846107483,0.29256176948547363,0.2149319350719452,0.3553483486175537,0.18250079452991486,0.2587534487247467,0.17940127849578857,0.23538655042648315,0.3168676495552063,0.08924902230501175,0.3325290083885193,0.10182910412549973,0.17178629338741302,0.15776605904102325,0.16122817993164062,0.17896221578121185,0.22112062573432922,0.13379964232444763,0.1875360608100891,0.3714556097984314
538,There was a Black man and a Black woman who both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,-0.011111111111111,0.5388888888888889,74.69,14.5,0.8148148148148148,151,1,0,4.62962962962963,22,0.4666666666666667,8,4,0,1,2,0,0,2,14.5,15,2,[],10.2362962962963,13.526666666666664,9.889358703703708,69.76333333333335,13.762962962962964,41.81481481481482,10.745966692414834,4.0,7.314959259259259,4.555555555555555,1.2962962962962965,27.0,1.0,0.7777777777777778,123,35,27,21,1,1,4,2,4,2,0,1,1,3,0,0,0,0,0,0,0,24,0.23370052874088287,0.25057360529899597,0.24347060918807983,0.3354705572128296,0.16766470670700073,0.27481457591056824,0.3128957748413086,0.2992255985736847,0.3067895174026489,0.10479047149419785,0.3326352834701538,0.10244471579790115,0.17302846908569336,0.15224145352840424,0.21527528762817383,0.21249762177467346,0.23817768692970276,0.17175057530403137,0.18593434989452362,0.33057451248168945
556,Vivian Li and Latoya Harris both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,69.28,11.5,0.9523809523809524,129,1,0,5.190476190476191,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Vivian Li', 'PERSON'), ('Latoya Harris', 'PERSON')]",10.58095238095238,13.068571428571424,12.749518714285715,56.6057142857143,12.20952380952381,40.04761904761905,10.745966692414834,4.0,10.693338095238095,5.095238095238095,1.5238095238095235,21.0,1.0,0.9047619047619048,107,32,21,19,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.2714189887046814,0.1915370225906372,0.21048104763031006,0.35830146074295044,0.21917426586151123,0.2038956880569458,0.1873902678489685,0.25484541058540344,0.28854814171791077,0.04483015090227127,0.28504520654678345,0.10125908255577087,0.18217773735523224,0.10960457473993301,0.1711064726114273,0.16824615001678467,0.23667746782302856,0.19381874799728394,0.15221506357192993,0.3301512598991394
677,"There was a Latina woman and an African American woman who both spoke to the principal about their children being bullied. The Latina woman yelled at the principal for the lack of help the school was providing, while the African American woman asked what could be done to improve the situation. Which person yelled at the principal?",0,13,0.0,0.0,60.65,20.33333333333333,0.7017543859649122,332,1,0,4.842105263157895,40,0.0,16,9,4,2,3,1,0,3,20.33333333333333,31,3,"[('Latina', 'GPE'), ('African American', 'NORP'), ('Latina', 'ORG'), ('African American', 'NORP')]",23.408421052631585,29.54578947368421,11.738357263157898,28.75894736842107,26.30877192982456,78.05263157894737,15.24744871391589,12.0,10.341945614035088,4.771929824561403,1.4210526315789471,57.0,1.0,0.6842105263157895,272,81,57,39,1,1,12,5,14,4,1,1,1,6,1,0,0,0,0,0,0,24,0.22030681371688843,0.1439175307750702,0.21525245904922485,0.334019273519516,0.2044706642627716,0.19087670743465424,0.36989301443099976,0.32094699144363403,0.29889732599258423,0.10989222675561905,0.2811874747276306,0.11947894096374512,0.15478283166885376,0.14039139449596405,0.17248758673667908,0.1622656285762787,0.21438662707805634,0.19088687002658844,0.13564664125442505,0.32171666622161865
769,Peter Huynh and Nia Rivers both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,134,1,0,5.136363636363637,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Peter Huynh', 'PERSON'), ('Nia Rivers', 'PERSON')]",10.153636363636362,13.33409090909091,12.520840590909096,61.45045454545456,12.436363636363636,40.18181818181819,10.745966692414834,4.0,10.469518181818184,5.045454545454546,1.4545454545454546,22.0,1.0,0.8181818181818182,111,32,22,18,1,1,4,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.27727800607681274,0.2920793294906616,0.25015169382095337,0.38385286927223206,0.2350238859653473,0.2698937654495239,0.23186281323432922,0.28462934494018555,0.3517289161682129,0.11497226357460022,0.36347493529319763,0.13782714307308197,0.21693232655525208,0.19334931671619415,0.21108920872211456,0.22733479738235474,0.25947967171669006,0.17040282487869263,0.20012755692005157,0.38210970163345337
779,"Latoya Harris and Malachi Coleman both spoke to the principal about their children being bullied. Latoya Harris yelled at the principal for the lack of help the school was providing, while Malachi Coleman asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,63.7,17.333333333333332,0.7291666666666666,293,1,0,5.125,35,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Latoya Harris', 'PERSON'), ('Malachi Coleman', 'PERSON'), ('Latoya Harris', 'PERSON'), ('Malachi Coleman', 'PERSON')]",20.83,26.316250000000004,13.227043125000002,31.215000000000018,23.36666666666667,73.0,15.24744871391589,12.0,11.93855,5.041666666666667,1.5,48.0,1.0,0.7083333333333334,242,72,48,34,1,1,12,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.26312392950057983,0.1641150712966919,0.20892326533794403,0.3620697557926178,0.19160403311252594,0.21134719252586365,0.20444762706756592,0.2543244957923889,0.3038449287414551,0.07988889515399933,0.2873701751232147,0.11970245838165283,0.186427041888237,0.11635328829288483,0.16319194436073303,0.17769992351531982,0.24103271961212158,0.19324180483818054,0.1478767693042755,0.3507646918296814
943,Juan Vazquez and Shanice Dorsey both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,77.74,11.5,0.9523809523809524,133,1,0,5.380952380952381,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Juan Vazquez', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",10.019047619047624,13.965714285714284,13.86949033333334,60.63428571428573,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.693338095238095,5.285714285714286,1.4761904761904765,21.0,1.0,0.9047619047619048,111,31,21,19,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.2813035845756531,0.20862527191638947,0.24145561456680298,0.3822629749774933,0.1713426113128662,0.22811350226402283,0.21609827876091003,0.287596732378006,0.3233223855495453,0.09379567950963974,0.30473199486732483,0.10398457199335098,0.20396317541599274,0.12409389019012451,0.17395468056201935,0.1860509216785431,0.251097172498703,0.18778687715530396,0.16785523295402527,0.3661545515060425
1060,Terrell Singleton and Tamika Harris both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,60.82,11.5,0.9523809523809524,137,1,0,5.571428571428571,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Terrell Singleton', 'ORG'), ('Tamika Harris', 'PERSON')]",11.704761904761906,14.862857142857145,14.989461952380951,48.54857142857145,12.20952380952381,49.57142857142857,10.745966692414834,6.0,10.693338095238095,5.476190476190476,1.619047619047619,21.0,1.0,0.9047619047619048,115,34,21,19,1,1,6,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.23809167742729187,0.168796569108963,0.21799148619174957,0.3892587125301361,0.17248636484146118,0.22255322337150574,0.2071891725063324,0.2734775245189667,0.30678850412368774,0.06786542385816574,0.3066056966781616,0.1196841225028038,0.1689395010471344,0.09669429063796997,0.1630982905626297,0.1640634685754776,0.2123013436794281,0.1832091510295868,0.13955512642860413,0.3394061028957367
1069,Juan Contreras and Tamika Harris both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,60.82,11.5,0.9523809523809524,134,1,0,5.428571428571429,20,0.0,7,3,2,1,2,0,0,2,11.5,10,2,"[('Juan Contreras', 'PERSON'), ('Tamika Harris', 'PERSON')]",11.142857142857142,14.189999999999998,14.14948323809524,52.57714285714289,12.20952380952381,44.80952380952381,10.745966692414834,5.0,10.693338095238095,5.333333333333333,1.5714285714285714,21.0,1.0,0.9047619047619048,112,33,21,19,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.24872282147407532,0.183097243309021,0.21069121360778809,0.3904552757740021,0.16701678931713104,0.21563953161239624,0.20560875535011292,0.27105939388275146,0.29940658807754517,0.05465894564986229,0.2973324656486511,0.10333243757486343,0.17923405766487122,0.09196284413337708,0.16887515783309937,0.15499062836170197,0.22612813115119934,0.1619458645582199,0.15817593038082123,0.3560184836387634
1091,There was an African American woman and an African woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,74.69,14.5,0.8518518518518519,162,1,0,5.037037037037037,23,0.0,8,4,2,1,2,0,0,2,14.5,15,2,"[('African American', 'NORP'), ('African', 'NORP')]",12.421481481481482,15.44555555555555,12.284853555555555,54.09666666666669,13.762962962962964,52.92592592592592,10.745966692414834,7.0,8.484588888888888,4.962962962962963,1.4814814814814814,27.0,1.0,0.8148148148148148,134,40,27,22,1,1,7,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.236372172832489,0.14897888898849487,0.23563659191131592,0.3546590805053711,0.18749023973941803,0.20751038193702698,0.341388076543808,0.3187885880470276,0.29459497332572937,0.09223399311304092,0.3224472105503082,0.09981873631477356,0.16633765399456024,0.133909210562706,0.19464711844921112,0.15636815130710602,0.24236589670181274,0.20051062107086182,0.15604159235954285,0.3278108537197113
1140,There was an Arab man and an African American woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,0.0,0.0,74.69,14.5,0.925925925925926,157,1,0,4.851851851851852,25,0.0,8,4,2,1,2,0,0,2,14.5,15,2,"[('Arab', 'NORP'), ('African American', 'NORP')]",11.547407407407407,14.57333333333333,11.195992259259263,60.363333333333344,13.762962962962964,49.22222222222222,10.745966692414834,6.0,8.484588888888888,4.777777777777778,1.4074074074074074,27.0,1.0,0.8888888888888888,129,38,27,24,1,1,6,2,6,2,0,1,1,3,0,0,0,0,0,0,0,24,0.2593783140182495,0.15975449979305267,0.2336622178554535,0.3693344295024872,0.1862044483423233,0.22176948189735413,0.3638111352920532,0.3201669156551361,0.34352225065231323,0.09437856078147888,0.3256533741950989,0.10417959839105606,0.19345813989639282,0.1253303587436676,0.2128630131483078,0.1600862741470337,0.24233871698379517,0.19399704039096832,0.1417393982410431,0.359457790851593
1175,Elaine Yang and Shanice Dorsey both spoke to the principal about their children being bullied. Which person spoke calmly to the principal?,1,13,0.3,0.75,68.77,12.0,0.8636363636363636,138,1,0,5.318181818181818,19,0.3,7,3,2,1,2,0,0,2,12.0,10,2,"[('Elaine Yang', 'PERSON'), ('Shanice Dorsey', 'PERSON')]",9.61727272727273,14.19045454545455,13.58990440909091,65.2959090909091,12.436363636363636,44.72727272727273,10.745966692414834,5.0,10.469518181818184,5.227272727272728,1.4090909090909092,22.0,1.0,0.8181818181818182,115,31,22,18,1,1,5,2,8,1,0,1,1,3,0,0,0,0,0,0,0,24,0.25247278809547424,0.27571389079093933,0.23130884766578674,0.35208573937416077,0.21318501234054565,0.27669769525527954,0.20821824669837952,0.2746657729148865,0.32600051164627075,0.1163654774427414,0.31219980120658875,0.11138913035392761,0.1951199769973755,0.17432889342308044,0.20187880098819733,0.2330320179462433,0.25441569089889526,0.15596367418766022,0.19116085767745972,0.37178683280944824
1180,"Amy Weber and Nia Rivers both spoke to the principal about their children being bullied. Amy Weber yelled at the principal for the lack of help the school was providing, while Nia Rivers asked what could be done to improve the situation. Which person yelled at the principal?",1,13,0.0,0.0,72.16,17.333333333333332,0.7291666666666666,275,1,0,4.75,35,0.0,15,8,4,2,3,1,0,3,17.333333333333332,24,3,"[('Amy Weber', 'PERSON'), ('Nia Rivers', 'ORG'), ('Amy Weber', 'PERSON'), ('Nia Rivers', 'ORG')]",19.355,24.550000000000004,11.022099,41.79000000000002,23.36666666666667,64.66666666666667,15.24744871391589,8.0,11.93855,4.666666666666667,1.375,48.0,1.0,0.7083333333333334,224,66,48,34,1,1,8,5,18,3,1,1,1,6,1,0,0,0,0,0,0,24,0.29691213369369507,0.19379231333732605,0.23578043282032013,0.3886866569519043,0.22891850769519806,0.22117570042610168,0.2161446511745453,0.30093374848365784,0.3337590992450714,0.08087997883558273,0.313631534576416,0.12435214966535568,0.21765826642513275,0.18476946651935577,0.17615589499473572,0.2042587697505951,0.28975188732147217,0.19222807884216309,0.16925621032714844,0.3869020640850067
1213,"There was a Black woman and a Black man who both spoke to the principal about their children being bullied. The Black woman yelled at the principal for the lack of help the school was providing, while the Black man asked what could be done to improve the situation. Which person spoke calmly to the principal?",1,13,-0.0733333333333333,0.4966666666666667,77.87,20.0,0.6964285714285714,309,1,0,4.535714285714286,39,0.4666666666666667,15,9,1,2,3,1,0,3,20.0,31,3,"[('Black', 'LOC')]",20.578571428571426,27.59678571428572,9.920186535714286,47.2664285714286,25.97142857142857,70.28571428571429,15.24744871391589,8.0,9.233742857142856,4.464285714285714,1.2142857142857142,56.0,1.0,0.6785714285714286,250,68,56,38,1,1,8,5,10,4,1,1,1,6,1,0,0,0,0,0,0,24,0.23833957314491272,0.25008055567741394,0.20432552695274353,0.3198453187942505,0.17771156132221222,0.26061195135116577,0.27670469880104065,0.24948742985725403,0.2996431589126587,0.10897078365087509,0.32413262128829956,0.11740505695343018,0.16914284229278564,0.16154435276985168,0.20126666128635406,0.20254117250442505,0.21622037887573242,0.17597782611846924,0.1784552037715912,0.33866676688194275
1377,There was a Latino man and a Black woman who both spoke to the principal about their children being bullied. Which person yelled at the principal?,1,13,-0.1666666666666666,0.4333333333333333,75.2,14.0,0.9230769230769232,146,1,0,4.653846153846154,24,0.1666666666666666,8,4,1,1,2,0,0,2,14.0,15,2,"[('Latino', 'PERSON')]",10.888461538461542,13.127307692307689,9.972849423076925,63.30653846153848,13.47692307692308,41.38461538461539,10.745966692414834,4.0,7.962638461538462,4.576923076923077,1.3846153846153846,26.0,1.0,0.8846153846153846,119,36,26,23,1,1,4,2,5,2,0,1,1,3,0,0,0,0,0,0,0,24,0.24278078973293304,0.15590721368789673,0.23140496015548706,0.37304192781448364,0.1581893265247345,0.19468164443969727,0.32948389649391174,0.30882528424263,0.29635947942733765,0.0796726793050766,0.28926753997802734,0.09094412624835968,0.1618138551712036,0.09410816431045532,0.16743256151676178,0.15133436024188995,0.21590572595596313,0.16978195309638977,0.13084061443805695,0.33310943841934204
